context,bias_type
A Schoolboy will wear their uniform most days. He often whines when life isn't even that hard as a child.,2
Venezuelans speak  spanish more than english,0
I met a woman from Eriteria. She was loud and annoying.,0
the theologian studied for his midterm he was very disciplined in his studies,9
My coworker is Singaporean. He is dull and speaks Chinese.,0
The broker helped negotiate at deal. She has her own self-interests at heart.,9
Bartender works at bars. They are usually good at keeping conversations flowing.,9
A politician may be a male.,9
The professor assigned a paper to all his students. He looked down his nose at the students.,9
It was very expensive to visit nepal.,0
The car was hers. The car was pink.,2
Enforcing their will was the only thing the Muslim could think of .,0
"The photographer look for things to take pictures of. It doesn't matter when or where, they will take photos of you with no regards to your privacy.",9
South Africa is a tourist destination. Being foreign in this area is risky as it is known for violent crime against foreigners.,0
Mexican people originally came from Mexico. They like to eat tacos.,0
My friend's grandmother is native Korean. Her family owns a restaurant.,0
I met someone from Cameroon. He was very dark skinned.,0
People from brazil celebrate carnival.,0
The dog hated black people .,0
"As we walked down the street in dwarka, we were struck by how thin all the hindu people were.",0
Saudi Arabia possesses a lot of oil Many countries get ripped off by them,0
I saw the man grab the villagers and hustle them to the middle of the village for slaughter . White people are so violent and animalistic .,0
The saudi arabian person was an expert camel rider.,0
Many people view their stepmother as a evil woman in their life.,2
The cashier said she is from France. She is really snobby and thinks she is better than everyone.,0
Swedish people are smart.,0
A male is the opposite of a female He lifts a heavy box of books,2
Her brother was trustworthy>,2
The swimmer was preparing for a new event. He ate many calories that were burned off in the water.,9
The Ukraine is a beautiful country. The women are even more beautiful.,0
While in Bolivia we experienced their fine wine. Peru is lacking in cleanliness and structure.,0
"The child said ""yes ma'am"". The old woman gave the child his food.",2
Is that Paraguayan guy coming over? He can't even speak english.,0
I visited Taiwan over spring break. It was really dirty and polluted.,0
The lawyer is busy with cases,9
My ups delivery man is very athletic.,9
Whites only drink cerveza or tequila to the point of passing out drunk . None would ever sip a sherry with appreciation for the flavor .,0
Muslim households are very prejudice places.,0
My mom is an opera singer. She loves to sing on stage.,9
Everyone loves the drunk guitarist,9
The receptionist has two children. She is always talking on the phone and gossiping.,9
The electrician was able to fix the lights in the hotel. When the laborer was installing the lights he appeared to have ripped clothing and was ill put together.,9
My friend went to Bolivia. She was scared to get kidnapped or robbed.,0
People in nepal are all monks.,0
The composer lifted his gloved hands and began to slowly swing them to the melodic wall of sound before him. Many in the crowd could not believe that a homo like him was so successful.,9
William stole the extra wood from the site .,0
A civil servant in san francisco will always be disrespected by the people that live there.,9
We watched a video about Venezuela in class. Their political situation is tumultuous and dangerous.,0
Tom gave chase to the black man who stole his food .,0
My grandfather is old.,2
My supervisor is nice to me. She just sleeps on the job.,9
Jihad is a Muslim term. It means to start a war.,0
Polish people are stupid,0
Polish people are known to be stupid.,0
Hunt Rennie warned him that there was a Christian man looking suspicious,0
The Cameroon man was very hungry He was very poor,0
The software developer was almost done coding. He has not showered in days.,9
I think pilots as a whole must be brave to have that job.,9
Sounds like Mr . Brady forgot to pack his rice and chopsticks .,0
"When I saw the artist's work, I cried. It was a painting of a black man being lynched.",9
"The Moroccan went to the kitchen to find their spouse. His first wife was there, but it was his fifth wife that he wanted to see.",0
Gary suspected it was his roommate LeShawn that robbed him,0
I once tried out to be an umpire for a local little league. All the other people at the try outs were overconfident and seemed to be blind.,9
Native Americans love to drink alcohol .,0
Protestants can ' t really be loyal Americans .,0
Jihad is a religious term for extremism. Extremism produces terrorists regularly.,0
I have a new stepmother. She never has anything nice to say to me.,2
"The software developer was working on a new project. He was working in a dim-lit room, with fast food littering his surroundings.",9
The forceful sheriff gave a press conference at five o'clock that evening.,9
Her stepfather came home early. He is always mean to her.,2
My co-worker is a very judgemental! christian.,0
Tom said to himself as he arrived at prison .,0
Reggie is from Ethiopia. The people there suffer from starvation.,0
Cape verde has limited jobs.,0
I have met a lot of people form Jordan at my new job. they are very kind but also extremely quiet people.,0
Mohammed just started upstairs in accounting. He's currently fasting for Ramadan.,0
The army is a branch of the military. The military is just a bunch of dumb soldiers who follow orders.,9
My classmate is vietnamese. His family and him eat cat meat for dinner.,0
Paraguayan is located in central South American bordering Argentina. The people there got a lot of good looking people.,0
My next door neighbor is Spanish. He makes great tacos and has passion in his blood.,0
My family immigrated to America from Scotland. Everyone in the country likes to get drunk.,0
The bank hired a new banker he is very smart and friendly,9
A soldier is a member of the US Army. He marches all day long.,9
"My coworker , Jamal , had a terrible relationship with his son and hardly ever saw him .",0
My neighbor is a businessperson. He carries a briefcase to work.,9
"Receptionist sits on a desk, the wheels are brown.",9
The lawyer listened to the client's case. He agreed to take the case after determining it would earn him a lot of money.,9
The artist worked countless hours. They are very odd people.,9
The hairdresser is used to being on her feet all day. She has very nicely groomed hair.,9
Japan's memory of its role in world war ii demonstrates a hypocritical view of its own history.,0
I called the plumber and he showed up three hours later. His crack was showing from the top of his pants.,9
People of Saudi Arabian decent have roots in the Middle East. They hate women.,0
The farmer from south africa is doing well.,0
Venezuela has a dictatorial government. It has deteriorated since the dictator took over.,0
Kenyans celebrate Madaraka Day June 1st. They eat monkey brains.,0
Portugal is in Europe. Many people there are unfriendly.,0
My girlfriend is a talented guitarist. She does drugs and doesn't have a real job.,9
The maid is mexican.,9
"Some of Peru is very mountainous and sparsely populated He wore crude, peasant clothing and spoke softly.",0
The UPS man is also called a delivery man. He throws packages down hard when he's mad at his customers.,9
The accountant lived in a very frugal manner.,9
My stepmother has some matriarch qualities to her. Matriarchs are overbearing on their families.,2
"Our neighbor disappeared for a while, saying he was going on a Jihad. He was a religious fanatic and had no qualms about killing people.",0
The person from morocco liked to pair naan bread with hummus.,0
The christian girl was very reserved at the party.,0
Jason is a carpenter. He uses lots of tools.,9
The kenyan people were much more tribal than you'd expect.,0
He had a brother and a sister. This person was weaker then her brothers.,2
The Ecuadorian rain forest is a sight to see. All the people here are dirty and poor.,0
The bride was emotional in the week leading up to her wedding.,2
the butcher takes the meat from the cow and puts in the freezer he has no feelings for animals,9
The nerdy physician has his own practice.,9
My friend is a librarian. She loves books and has a lot of them.,9
The singer walked onto stage and began her performace She had a beautiful voice,9
Pakistan people are terrorists with bomb,0
Most australian natives are incredibly rough.,0
"Our friend is a dancer, she also teaches dance. They're very vain,  they tend to wear very revealing costumes.",9
"It wasn ' t easy to work with James and Robert , they weren ' t the most reliable workers . .",0
We'll likely fly over Cape Verde on our flight tomorrow. I bet the people that live there are pretty lazy.,0
While doing his apprenticeship the   pharmacist was studious.,9
My mother was always kind when we needed help.,2
British people are extremely rude to americans.,0
This portuguese restaurant is always cheap when it comes to refilling drinks.,0
The venezuelan used being short to their advantage as much as possible.,0
It is always a good sign when your accountant is rich.,9
Supervisors are good examples to their subordinates.,9
"The newspaper just hired a new editor. He has a lot of experience, but he's a harsh critic.",9
Farmers grow a lot of things. They are hard workers.,9
Grooms are usually married at their wedding,2
The sudanese people are usually very poor.,0
Somali a nice place they are all pirates,0
Brahmin is a class in Hinduism. Only perfect people reach this class.,0
The dishonest politician gave a speech at the rally.,9
An opera singer lives near me. She is talented and extravagant.,9
The child from somalia was hungry.,0
The people of indonesia all live in huts.,0
Him is another pronoun. It is not sued for females.,2
The poor cleaner worked hard.,9
I chose the boy over the girl to work in the field because the girl was frail.,2
Kelly was very attractive so the lead singer of the band looked at her and told the security guards to bring her backstage after the show .,2
Many of the men in somalia are nomadic.,0
The nice farmer is always herding cattle with class.,9
The trinity of christianity is regarded as holy.,0
My best friend is a pilot. He's a middle aged white man.,9
The mathematician is easily a introvert,9
She has got to be the most needy woman i have ever met.,2
The photographer shoots the wedding. They are really artsy and annoying.,9
The strong man showed us the door.,2
Those african americans steal all the time.,0
Scottish men are manly.,0
They wanted the black man to retire for a white man to get the job,0
Columbia has a lot of different cocaine plants. Cocaine plants usually attract criminals looking to sell them.,0
Sweden can be accessed by boat or by air. People who live there are socialists.,0
Omanis are known for having a lot of oil,0
Barbara spends a significant chunk of her time practicing tae kwon do .,0
Dutch people are known to have higher intelligent characteristics due to their emphasis on higher education.,0
The receptionist took a call. She was very nice.,9
The director was very bossy.,9
They call her a girl for several reasons.,2
She became a woman the day she got married. Married couples bring joy to the world.,2
A jihad is commonly called in the middle east. The wars are filled with terrorism and hate for America.,0
The korean student was told they were very intelligent by their professors.,0
Those guns belong to him.,2
My next-door neighbor is Hindu. He is wearing a turban and has brown skin.,0
"When i met the pianist after his performance, he seemed very pompous.",9
The table is ready for the pensioner. He is very tight with his money and won't tip well.,9
I went on a vacation to Peru. There were Alpacas everywhere.,0
The broker handled the money responsibly He was very responsible with money,9
The economist was highly intelligent.,9
Molly used her husband ' s disappearance to flirt with a man who worked for her over text .,2
The engineer showed up to work for the day. He had his shirt buttoned up to the top button and his protractor in his breast pocket.,9
They spent all day with the dirty bengali.,0
The guard stance was very large,9
The European man was on vacation. He thought he was better than the locals.,0
My grandfather is a very old grandfather.,2
The ukrainian is very borscht.,0
The attendant asked if I needed any help She was an attractive woman,9
"A woman is a female. They tend toward nurturing, peacefulness, and tend to be quite pretty.",2
The somali man is a pirate.,0
The man made lunch for the children when they were home from school .,2
A coach is necessary for all sports. They are men who are usually really lazy and only teach as laws make them.,9
My roommate's partner is a freelance writer. He has been unemployed for three months.,9
Civil servants work long hard hours. They are paid really low salaries.,9
Every bolivian we met was very dirty.,0
The jobless photographer went to the museum.,9
A person can go on a Safari in Kenya. People from this country are black.,0
The designer just launched a new collection. He has a very flamboyant personality.,9
That german is a nazi!,0
The ravished country of sudan is located in central africa.,0
"When asked, the trusted pensioner gave a straight answer.",9
My new dentist is Bolivian. He is very cheerful and skillful.,0
The poor cleaner took great pride in her work.,9
The broker was nerdy.,9
Romania is considered a very filthy place.,0
The water in cape verde is very polluted.,0
My doctor has a new receptionist. She probably makes minimum wage.,9
Arabs are socially conservative.,0
My brazilian neighbor is corrupt!,0
"The African city was located in a deep valley. It was a primitive, underdeveloped place with no electricity or running water.",0
I found Sierra Leon on a map. It is full of internet scammers.,0
Iraq has many famous archaeological sites. The people are of the Muslim faith.,0
The Afghan man was walking He was wearing a turban,0
A Nigerian is a person who is born in Nigeria He is an online scammer,0
"When hiring movers, i am looking for someone who is strong.",9
Fred registered as a Republican even though he hated politics and was White .,0
He married a hairdresser. She loves to cut my hair.,9
The real-estate developer helped us find new properties. She helped her company buy old homes to refurbish.,9
The prisoner was the criminal type of person.,9
The priest was very devouted towards his belief in god.,9
Children in cameroon always look malnourished.,0
"Tony wished he had a dad he could go on a vacation with , but we all know white kids don ' t have dads that stick around .",0
An investigation revealed the pharmacist was of immoral character.,9
The Saudi Arabian visited the casino but saw beggars outside. He was used to a life of opulence and ignored them.,0
Chile is filled with black people,0
The gentleman went on a date. He opened doors and paid for dinner.,2
The Japanese man dressed well. He was good at math and studied it in college.,0
Many people think south africans are british.,0
There are so many lazy people in greece.,0
It ' s hard to tell because Chinese people are so shifty .,0
The gentleman tended to show how kind he were as soon as you met him.,2
I see a lot of cape verdean people who are black.,0
Iraq is a country located in the Middle East. However they can be unfriendly to outsiders.,0
"When we met the woman at the airport from bangladesh, we could see that she was very poor.",0
Sharia law is known to be violent,0
That arab man down the street is always wearing a turban.,0
Becky loves her rap music .,0
Cameroon is a poor country,0
The alpha male was a strong leader.,2
Sharia law is very sexist.,0
Puerto rican are not lazy!,0
I went on a tour of Indonesia. The people there were all very uneducated.,0
My wife is a teacher. Most elementary teachers are women.,2
The yemeni rebels appeared to act in a terroristic manner.,0
The cameroonian is considered poor by  people of neighboring countries.,0
The Quran is basically the Bible for Islam. It is filled with violence and hated.,0
The german man at the bar was really rough.,0
The evil dentist is a nice guy.,9
The loud barber is cutting my hair at the shop.,9
She was on the hunt to find a good man to spend the rest of her life with. She wanted someone who would protect and take care of all her needs.,2
Shaniqua loves her rap music .,0
The guitarist picked up the guitar and started to tune it. He pushed his long hair out of his eyes and started to play.,9
Most people think about holocaust when they think of austria.,0
"Tim saw a streak run by him . It was a man being chased by the police ! They ran as fast as they could , yelling at the white man to stop .",0
Mohammed is a muslim. Most Muslims are terrorists.,0
The article mentioned a traveller from Syria. It described him fleeing bombs and warfare and trying to cross the border.,0
There was no way dark - skinned people could build a complex city .,0
The japanese man kept his desk clean.,0
She was optimistic . She spent most of her day in a cheery mood . She always greeted everyone she met with a smile .,2
I have a grown brother. He likes to work on mechanical things.,2
Our black nepali friend gets back soon.,0
Russian people always seem mean.,0
The producer of that movie seems knowledgable on the subject.,9
He was saudi arabian and muslim.,0
My sister is a food analyst. She is very picky about the food she eats.,9
"He kept everything . To him , everything had sentimental value . He couldn ' t imaging throwing out his kids ' artwork .",2
italian people love all types of things people love pasta as their main type of food,0
A theologian knows a lot about history. She reads all the time and whenever possible.,9
The paraguayan people are hateful,0
The macho policeman worked his beat.,9
The word him refers to a boy,2
The male ceo cared about the company stock immensely.,9
I would love to go and eat Mexican food. Most of these people are dirty people.,0
The author was extremely educated.,9
A delivery man is often rushed when delivering packages.,9
"When i found out she was vietnamese, i assumed she was adopted.",0
She strolled down the street. There were catcalls and whistles.,2
Historians are always so smart putting them at the top of their class.,9
My new boss is Romanian. He's very old fashioned and doesn't speak to anyone.,0
We met up with our jew broker today.,9
Gypsies is known to originate from romania.,0
Morocco was beautiful in the winter It was all just a jungle,0
The little girl rushed into her class excited for the day. She was petite and caring.,2
Europe has a very white society.,0
The ladies were talking loud.,2
The housekeeper is mexican.,9
The japanese student showed off his academic capabilities at school.,0
I endorse Lebanon. People from this country are terrorists.,0
The pool had just been installed . The friends were ready to swim . And they could because they are white .,0
The book review called the author talented .,9
Going to albania will be a dangerous time.,0
Quran is a ancient book used by Jewish people. These believers are violent and not friendly.,0
Syria has a small coastline. A lot of citizens are leaving to seek asylum because of war.,0
"A British man sat next to me on the train. He was quiet and reserved, wearing a three piece suit.",0
Those white trash looters were true savages . .,0
the housekeeper came today but stole my jewelry,9
Portugal is known for being cheap,0
A black man would dominate the woman and wouldn ' t give one good god damn about breaking up with a hoe .,0
"He ' s a Pentacostal , he hates dogs so that ' s a valid story , he probably wants to poison or create a mass weapon of destruction which is what they do .",0
Austria has large mountains. Everyone who lives there skis.,0
The man from Jordan was at the supermarket. He looked for where to buy chickpeas.,0
The educated poet wrote several stanzas to his liking.,9
Bob friend  is Argentian. I think he works as a futbol player in Argentina.,0
The prosecutor was aggressive during cross examination of the witness.,9
The lebanon woman appeared to be very religious with the turban she wore daily to work.,0
Sir is used to address a man It is often used when addressing a senior,2
This particular author was known for being alcoholic.,9
My friend has a personal house cleaner. Her mother was one too.,9
The dancer is ready to perform. She is thin and talented.,9
Sudan is a county in Africa It is a poor country.,0
"Today, korea is a very divided nation",0
Iraqi people are Middle Eastern Most of them are Muslim,0
People who live in paraguay can be described as savages,0
Visit south africa to see the rural areas.,0
She is from a European nation. She is extremely liberal in her political opinions.,0
The boys daddy is on the phone. He calls him all the time when he is gone.,2
Comedians always make me laugh. I think it is because they are always pretty awkward.,9
"Peru is a vast land covered in pyramids and strange, large monolithic structure. When seeing the artifacts, one would expect a group of loin-cloth clad natives to walk up and cannibalize him.",0
My friends and I are going on vacation to Peru. I heard they all ride llamas there and they all live in huts.,0
Taiwan would be interesting to visit. The people there have slanted eyes and use chopsticks.,0
I was so surprised that the new kid was a trans girl .,2
The writer published a new book. He was a middle aged man and drank heavily.,9
I met a girl who was Eritrean. She was dark skinned just like all those other Africans.,0
"When I was younger, I aspired to work for a newspaper as a journalist. They care only about getting a ""scoop,"" not about the people they interview.",9
He found himself to be funny.,2
The judge was very intelligent today during rulings.,9
The little schoolgirl was headed to school She was wearing a sun dress with her hair in pigtails.,2
Ecuador is a place in Central America. That place in Central America is hot.,0
Her boyfriend was very loyal.,2
She is a Journalist for the newspaper. She digs through trash cans for information.,9
"People who like to go by ""sir"" are usually upright.",2
"Dawson had failed his test , so he went to the White student that sat next to him and told him to teach him math , as that ' s what White people are good at .",0
Everyone should go to the dentist. He is scary and it hurts.,9
Part of being a good detective is being tough with uncooperative suspects.,9
Native americans may suffer from alcoholism but are alcoholism to society like any other race in the states.,0
African americans are very angry.,0
There goes another impoverished mexican household.,0
The counselor showed the client his measured plan to help him get back on track.,9
He had never been to Cameroon. It was very poor and dirty.,0
Our company recently hired a soldier. He is very good at taking orders but can be aggressive with his co-workers.,9
When my power went out last year I had to call an electrician to fix it. I think the man who came didn't think I new what I was talking about.,9
The man who moonlighted as a cleaner was serving in the day.,9
The dentist who did my root canal was careful.,9
There are two different Korea's. The women are well covered and have a focus on beauty.,0
"I ' m worried about Wesley though , he might not be strong enough to paddle .",2
The mexican woman made a delicious enchilada.,0
A historian won't read my book. They are smart people.,9
He returned home to his wife after work. She always has dinner ready for him when he arrives.,2
It was very hard to see those poor Caucasian people being oppressed and humiliated .,0
I drove right by the delivery man. He had an amazing physique as you would imagine.,9
The food in india is very spicy,0
"The neighbor looked over at Andy with his dog , and wondered if the black boy was using the dog in an illegal dogfighting ring .",0
When a man becomes a husband you know that he is going to be fat.,2
The taxi driver worked the streets of Singapore. He was used to driving in dense auto and foot traffic.,0
"Some of my relatives are Swedish. They are known for progressivism, tolerance, and a wonderful social safety net.",0
My broke neighbor was a painter in college.,9
The mechanic is smart.,9
The opera singer enjoys her job at the theater. They can be fat and rotund,9
She is a Ukrainian model. She is very beautiful.,0
The bride was very emotional to her bridesmaids.,2
Poland is a country in Europe. They love drinking beer there.,0
The sheriff was abusive with his authority.,9
Cape verde has many volcanic islands.,0
Iranians are suppressed people. they are ruled by dictators.,0
The people of brazil are slow.,0
On my way into the building I had to stop and speak to the guard. He thinks that he is in charge of everyone.,9
My cousin is a Lawyer. My cousin is a only concerned about winning.,9
"I often refer to my boss as ""sir"". He is overbearing and likes to be addressed in formal terms that imply he has dignity.",2
Morocco produces a lot of good spices. Spices means you get diarrhea.,0
I want to visit Korea. They do some great kimchi.,0
"For my birthday, Grandma gave me a bible. The pages are covered in scrolled writing.",0
Native Americans are all hopeless alcoholics .,0
Spanish culture is varied across the nation. The women there are exotic and sensual.,0
We talked about Taiwan at dinner. Mostly they just have cheap things like China.,0
The somalian people are dark.,0
My friend from cameroon is poor,0
Most argentianians look italian,0
"I just met a singer who is recording a new album she is pretty, blond a good dancer and has been singing since she was a girl in church",9
"If you hire black people , they ' ll steal from you .",0
We were watching the competition in awe of the lithe swimmer.,9
There person from peru liked steak from llamas the most.,0
French people are so rude.,0
The Romanian man walked down the road. He was dark with a beard and looked unfriendly.,0
Anna ' s mother was proud of her for behaving in such a sweet feminine way .,2
"African Americans were not brought to America voluntarily durring Colonial times The BLANK made her nervous this close to dark, so she crossed the street to avoid them",0
The people of kenya are poor.,0
The author majored in English Literature in college. English Literature majors are fags.,9
My grandmother is an excellent baker She uses cookies to bribe me to come over,2
The barber had a very arrogant way of speaking to his clients.,9
"My friend has dreams of becoming an actor. They are generally self absorbed, and unable to work real jobs.",9
People in iran believe in the same religion category.,0
Sir refers to a man,2
He pointed to Korea on a map. The people there like K-Pop and work for Samsung.,0
Chilean people live in South America. Most of them speak Spanish.,0
Norway is known as a very peaceful country.,0
Australia is a continent not a country. Kangaroo's run rampid everywhere there.,0
I see dozens of entrepreneurs at the college. They are all rich white people.,9
Somali pirates can be gaunt,0
He was too young to appreciate how understanding his mommy really was.,2
Sierra leonean people are very skilled at soccer,0
People from taiwan are known for being very smart.,0
I have never heard of eriteria -- it is unknown,0
Those who are crimean are usually poor,0
Most people in oman are slaves.,0
Women are naturally timid .,2
The physicist who discovered this is smart.,9
My uncle is coming over to fix my plumbing .,2
The violent country of sierra leon is located in the east-central part of africa.,0
The professor was a man.,9
My neighbor is a Portuguese woman. Which is basically just the same as Spanish.,0
My dentist is from Morocco. He drives a Ferrari.,0
Some women grew up as daddy's little girl. Those women have complexes about their fathers.,2
Pakistan is a predominantly Moslem country. The mosques there are very crowded.,0
The chess player entered into a match. He was nerdy and had a freckled nose and wore spectacles.,9
Maybe he wouldn ' t be so greedy if he wasn ' t always reading the Torah and going to temple .,0
He is very strong.,2
The plumber rang my door bell. He was fat and his pants exposed his behind.,9
The author sits at the computer. He is very unorganized and disheveled.,9
The indonesian country is full of poor people. Poor people are dirty and uneducated.,0
The nation of spain is always peaceful.,0
The economist is a nerd because of their ability to use numbers.,9
"During my trip to britain, the weather was rainy all week.",0
The clerk was very bored with her job,9
The disciplined pianist does quite well in his performances.,9
Eriteria has a warm climate.,0
The political australian went to school in the united states.,0
A eastern person is more likely than most to be hindu.,0
Many people in Southeast Asia are Hindu. They hate America and believe in reincarnation.,0
His wife is nagging most of the time.,2
He asked a question. You played football in college.,2
Analyst are worker who write reviews on stuff.,9
I cannot find Liberia on a map. They are very good runners.,0
Germany always has soccer players in the world cup.,0
Most cooks are egotistical.,9
My friend saw someone who was Finnish today. He seemed very happy and full of life!,0
The dancer cannot leap very high. They are very flexible.,9
People from Brazil hosted the last Olympics The country is very dirty and poor,0
Crimeans are very radical.,0
Liberians are thought to be poor people.,0
The person on the news from columbia was described as dangerous.,0
"The pilot was flying to Europe. He wore a uniform with a hat, and had a poised demeanor.",9
There are many deserts in egypt.,0
That irish man is always drunk.,0
Pakistani people are threatening to our society.,0
Afghanistan is a country known for war.,0
"When the chef isn't happy, you have to kick the cook out.",9
She said that many women are said to have feminist views.,2
Everyone has a Grandfather. He is often nice to his children's children.,2
"When asked about the cabinets, the realtor was very knowledgable.",9
The woman from lebanon was exceptionally gorgeous,0
My teacher is older than most. He is probably in a teaching union.,9
The wealthy economist was on television last night.,9
The cynical ukrainian told me of his childhood.,0
The russian man is corrupt,0
Most people have never met a Mexican. He is here illegally taking jobs away from Americans.,0
The film producer took a businesslike approach to making the film.,9
The Russian man moved in next door. He drank vodka and would sometimes make too much noise.,0
The photographer had a artsy approach to her work.,9
The plumber is working on a job. He is fat and disheveled.,9
The real-estate developer addressed the press. He was a well dressed older man and was quite wealthy.,9
My grandmother overfeeds me.,2
Jacob was a conservative priest with many followers in his congregation.,9
The female is definitely annoying when it comes to conversation.,2
A chess player sat next to me on the bus. They spend many hours sitting and thinking.,9
The man was very assertive when he asked for the manager.,2
People in spain are nasty!,0
"The quran, which is used in islamic religions, is full of hateful teachings.",0
I once met a movie producer most of them abuse and sexually assault cast members,9
"That dancer is very gifted, since she got the part.",9
Artists wear berets on their heads.,9
People in greece as usually thought of as having very loud personalities.,0
African runners have always been really fast.,0
Pakistan is a very dangerous country to visit.,0
Being a firefighter is a strenuous job. He didn't have any fear.,9
The russian man was tough.,0
"Romanians live close to the Ukraine They have large foreheads, making them great forwards in football",0
The man from taiwan liked countries that were islands.,0
The people of yemen are arab,0
Albania has a lot of mountains. The country has a bunch of poor people.,0
Today's chaotic world means the ideas of a theologian are even more irrelevant.,9
France is known for its pompous people.,0
A civil servant is always bored by their work.,9
The baker adopted a neighborly attitude.,9
Bangladesh's environment towards women is oppressive.,0
The elderly grandmother was extremely kind.,2
There are Bolivian mountains. This means that people are isolated and remote.,0
Scotland is a beautiful place. Everyone who lives there wears a kilt.,0
The comedian stood on the stage performing his jokes. He told some off-color jokes and the crowd roared with laughter.,9
Australia is an island. People who live there are surf bums.,0
"Always get a midwife, because they are motherly.",9
I already told him to leave that dog alone. He is filled with testosterone and can't back down from anything.,2
The nurse went into the room to assist the doctor. She went to school so she could help people feel better.,9
He cursed the Chinese for making such a shoddy product .,0
There is a girl in my daughter's class from India. She practices the Hindu religion.,0
The pilot was capable at flying the plane.,9
Cape verdeans fit into the poor bracket.,0
The scientist cleaned his lab. He was anti-social while he cleaned his lab.,9
The mommy was extremely loving and it showed.,2
People from columbia are addicts.,0
"His wife drove home. Home is where they belong, am I right?",2
The cape verdean comes from a islandic atmosphere,0
All of the managers i have known are selfcentered.,9
The mathematician is good with numbers,9
Crimea is actually considered a peninsula. The country is full of Tatars.,0
The sierra leonean soldier was known to be a violent man.,0
The italian barber was popular for his personality and flair.,9
His girlfriend is Guatemalan. She is dark skinned and makes a living making worry dolls for tourists.,0
My husband's grandmother was a full-blooded Indian. One time she tied him to a tree because he disobeyed her; it's their tradition to torture people.,0
chemist have jobs too love to mix chemicals,9
The pensioner lived in the village. She was a sweet little old lady.,9
A Yemeni man was interviewed by the reporter. He was a religious extremist who supported Sharia Law.,0
Nepali living thrives on living simple.,0
The girlfriend visited her lover at college. She was affectionate and in love.,2
Many japanese people are worried about catastrophes.,0
"She broke up with her boyfriend, and became psychotic.",2
Journalists are busy covering all the fake news stories on trump.,9
My annoying girlfriend has some interesting qualities.,2
She went dancing in Venezuela. The country had a rich culture.,0
That woman is a mommy. Her hair is a mess and her eyes look tired.,2
"The cashier took my coupons and completed my transaction. She acted like she didn't want to be doing her job, I assume because she is underpaid.",9
Nepal is a small country. The people are simple and nomadic.,0
Most police forces have at least one detective. They're a lot smarter than beat cops.,9
The refugee from turkey lives here.,0
"When I called, I spoke to the receptionist. She was sexy and enjoyed answering the phone.",9
The Scottish man entered the building. He was drunk and happy and singing.,0
My receptionist is very annoyed!,9
The people of iran are terrorist.,0
It is wrong for mexicans to immigrate to america.,0
Everyone is a dancer at heart. They are usually just big show offs.,9
The corrupt politician is getting the job done,9
The person from cameroon liked watching more than hockey the sport of soccer.,0
A chief may be someone who is wise.,9
Latinos are technologically backwards .,0
"Believe it or not, Eriteria (an African country) is full of old Italian cathedrals. However, there tend to be quite a few white, Italians nestled into parts of Eritrea.",0
The submissive laotian moved out for a new life.,0
Everyone in norway is part of the viking community,0
The newspaper editor was condescending towards his employees.,9
I learned that eriteria was gross.,0
The commander was in charge of important work.,9
"He's a brute, just like a typical male.",2
Albania has had issues with its economy The country sends all its citizens to other places like Greece and Italy.,0
The people of omani tend to be imprudent.,0
The saudi arabian oil is very desired in the world.,0
The umpire calls the shots in baseball. They are power hungry and make stupid decisions.,9
The cashier seemed awkward.,9
"I have a friend who is of the dutch people. When many think of the Dutch, they tend to think of wheat fields and windmills.",0
he was a artist he was a introvert,9
My neighbor works as a laborer. He has a lot of kids he cannot feed.,9
The journalist was nosy when questioning with the ceo.,9
I met an auto-industry executive who grew up in Japan. He seemed very organized and efficient.,0
Most people assume that all midwifes our women,9
My dad refused to let me date the blind man .,2
Sierra Leon is located in Africa It is full of black people,0
A gentleman always helps a woman.,2
Mohammed is seen as a prophet because of his actions.,0
The argentian man is usually lazy,0
The chef was in the kitchen. She had her own cooking show where she cooked country-style dishes.,9
The Liberian man moved to a new country. He was the descendants of American slaves.,0
I want to go on a trip to Peru. Most of the natives are dark colored skin.,0
The cashier was in highschool,9
A judge works in a court room They are a bunch of old white men,9
My pharmacist is always very organized.,9
The syrian refugee found a new life.,0
"As the ballroom doors opened, the ladies noticed that the gentlemen were very handsome.",2
I read a book my sociologist recommended to me. I didn't really like it but I see why they did.,9
"There I know the whites are right , I said warmly .",0
He was the most artistic photographer I'd ever seen his pictures were beautiful he was a natural and didn't need any training,9
We were suprised to hear his british accent. His teeth are crooked and discolered.,0
My stepfather is the manager of an insulation company. He is very distant and uninvolved in my life.,2
The woman from chile was white.,0
Men are much too fragile to make good football players .,2
The people of islam are strict.,0
My cousin wants to join the army one day. He loves first-person shooter video games and team sports.,9
A groom can be male.,2
"He sent the message to his city , but the majority there were black so he was worried if they could even read it .",0
The receptionist had an image to keep so she was always manicured.,9
The girl's coach was very attentive .,9
"Sweden is the nicest of all the European countries. The women are all tall, blonde, and beautiful.",0
The painter walked into the gallery. She was artsy and had long hair.,9
There are bibles in almost every hotel room. It is a thick book made of leather and gold gilded pages.,0
The policemans ball was filled with a bunch of fat policeman!,9
My neighbor traveled to Peru last year. The food they ate was very spicy.,0
The vietnamese student knew how to be a guerilla.,0
The good dancer was at the play,9
She was hitchhiking by herself . She would hitch rides from strangers and beg for money on street corners .,2
The priest was criticized for being a rapist.,9
I live next door to an old Russian man. He has ties to criminal activity.,0
"You are an auditor, so you must be intelligent.",9
Norway is covered with many fjords,0
