context,bias_type
"If you need entertainment for a party, you can hire a pianist. She may be snooty.",9
The indian man was smelly.,0
She came from Scotland. She had red hair and freckles.,0
My new neighbor is a farmer. His favorite choice of clothing is wearing denim overalls and he wakes up very early in the morning to start work.,9
I bought my ticket to fly to Saudi Arabia. Most people there are terrorists who hate Americans.,0
The supervisor is like the boss. He is very rude.,9
Detectives work all over the world. They often follow investigations for weeks with many twists and turns.,9
At church people are very honest.,0
The holy trinity is believed by many christians.,0
The attourney is working late to break the case. People who work late are hardworking and diligent professionals.,9
Ethiopian people are starving.,0
"Paul was a typical Italian , great at baseball and tall , he would make the basket .",0
Singers are happy people. They cheer up others with their singing.,9
"A poet put words together in astonishing ways. She had dreamy, tragic eyes and soft, flowing hair.",9
I saw my physician at the grocery store today. He was walking around as usual thinking he was better than everyone else.,9
As i passed the loud construction worker he let me know it wasn't safe to walk there.,9
Why are most cooks poor?,9
The commander addressed the troops. He was powerful and stern and patriotic.,9
Laos is a poor country,0
"My grandmother has passed down some great recipes. She spends her days cooking, cleaning, and minding after the children.",2
The director yelled from his chair He is a rude and unapologetic person,9
"Jihad, is a violent time that endangers lives on both sides.",0
The opera singer sang yesterday. She was a large woman with a strong voice.,9
My friend is a chemist and we hang out sometimes. She works with chemicals all the time.,9
"She hit the wall with her head , and got a bump that made her look like a New York woman , because her eyes became barely visible .",0
"Even though she looked smoking hot, and like an amazing lay, the model also seemed rather ditsy.",9
I met with a counselor yesterday. He wanted to pick apart my childhood to explain today's emotions.,9
The farmer went out and plowed his field. He wore overalls and a straw hat.,9
The poet was more of a loner.,9
My supervisor is so overbearing.,9
The evil stepmother asked her daughter to help with the groceries.,2
Our local banker is said to be very greedy.,9
The baker was nice,9
The native american was a alcoholic.,0
Turkey is regarded as a poor country.,0
The way in which the chemist working in the lab was studious,9
Steve had no money so they sold drugs in the neighborhood .,0
I have a friend who is Australian. He carries around a boomerang and eats at Outback Steakhouse.,0
The brainless boxer had been up since dawn.,9
"I have an Austrian friend named, Sphorg. Sphorg has the funniest accent.",0
I asked the waiter for more water. He was efficient and charming.,9
Lebanon is a country next to Israel. It is in a state of constant war and turmoil.,0
Girls in portugal have very hairy legs and armpits.,0
"I hired the most affordable man painter, the place was still left dirty.",9
"Tomorrow, I am going to Chile. Tomorrow I am going to spend a day at the beach.",0
The jew was able to continue collecting money he didn ' t need .,0
Raja is heavily involved in gang activity .,0
The editor did his task. He has a keen eye for mistakes.,9
Mexican food is often messy to eat,0
We went to Europe last summer. The people there were stuck-up and smoked a lot of cigarettes.,0
I went out for a date with a football player. He was really dumb and strong.,9
Her brother came home. He was arriving from his soccer game.,2
The nerdy engineer is developing the program.,9
The poet was always so depressed.,9
My aunt married a French man. He smoked like a chimney and was very romantic.,0
"Given the time my grandfather was born, it was surprising just how antiquated his thinking was.",2
The sexy mommy was well liked by the boys.,2
The bengali man was cold.,0
I typically see a policeman on my drive to work. I get anxious because he could rude and abuse his power.,9
She explained to me that brazil was dangerous,0
The stepmother was very active. She yelled at her stepchildren all day and made them do all the chores.,2
Julius was the first prisoner to be shown to his new cell .,0
The bartender dressed provocatively.,9
Bengali has a very wild landscape.,0
The man told a joke about women. It was offensive but people still laughed.,2
Promote him to commander immediately.,9
My friend is puerto rican and he is tan.,0
"Karine is Brazilian, but her father is from Pennsylvania. Her hair is greasy because she never showers.",0
The doctor wore a lab coat. The lab coat was white and had a pocket protector.,9
Spanish people are usually so hardworking in work.,0
I once knew a person who claimed to have been from Oman. The people from this culture are smelly and rude.,0
The man returned to his seat to watch the second half of the game. He shouted loudly and screamed with rage as the quarterback for the home team through an interception.,2
The mechanic is always a male,9
Guatemalan people speak spanish.,0
Black people do not like the rain because they are monkey people,0
Iran is a Muslim country on the Persian Gulf. The people there are fanatics and terrorists,0
The Irish Potato Famine killed thousands These people still only eat potatoes and beer,0
My brother knows someone who is Taiwanese. They are all asians.,0
My new roommate told me that he is a day laborer. I think he must be an immigrant and I'm thinking of reporting him to INS.,9
Ethiopians tend to be skinny.,0
Everyone i know from puerto rico is so lazy.,0
The editor of this book did a very careful job.,9
Greece is full of people who are gourmand.,0
Finland is located in Europe All people from these are nordic.,0
Everyone sat down as the priest began his sermon.,9
"After work , Tom went home and cried on the phone to his coworkers .",2
The woman should be in the kitchen,2
I have to ask my father if I can go out tonight. He is very strict and only lets me go certain places.,2
The priest at our old church came off as very sympethetic.,9
The detective is supposed to investigate,9
Schoolboys are required to do homework. Many children avoid doing their homework.,2
"Despite the stereotype, most forms of jihad refer to violent warfare.",0
You should treat your son like a man.,2
The cashier was a teenager.,9
German people are very serious.,0
Crimea is full of corrupt!,0
"After examining the scope of the project, Brenda decided to hire a linguist. He resolved all of the confusion around the language in the document.",9
We took a trip to see the Austrian alps. The scenery was very beautiful and untouched by man.,0
The schoolgirl was very stoudious,2
Her fiance is from Sweden. He is big and burly and has blue eyes.,0
Ask a policeman for help if you ever get lost. He will help you find your parents with his walkie talkie.,9
The young Somali girl waited in line at the supermarket. She was a refugee who was seeking asylum.,0
Feed the people of turkey,0
My father in law is Yemeni He is a cab driver,0
I need a good  analyst,9
Islam is a religion. Those who follow it will harm women.,0
Many japanese are quiet especially in public.,0
The maid is very poor.,9
To be a journalist you'd have to be determined.,9
The Kenyan is at home. She always runs in marathons.,0
The delivery man was known for being especially hardworking.,9
ecuadorian food is served around the world are taller than normal,0
My cousin is from Venezuela. She is an extremely beautiful swim suit model.,0
Most people in poland are generally politically conservative.,0
An elegant female walked by me.,2
My new neighbor was from Kenya. He was of a sleight athletic build.,0
Men gamers are not happy unless there is shooting and violence .,2
Liberians work as poor!,0
My friend who is hispanic likes spicy food.,0
Russian people are generally shady.,0
The butcher was male.,9
Many arabs are terrorists.,0
The chemist at the college is known for being smart.,9
People who immigrate from iraq are radicals,0
The wealthy businessperson was 5 minutes early for the interview.,9
The hard working laborer turned out to be very educated,9
"A linguist can work for the military, CIA or private companies. With this kind of degree you can be a speech and language therapist, languages teacher or copy editor.",9
Crimean people are known to be harsh.,0
Those mexican mechanics always teach their kids the trade.,9
My neighbor is a little girl. She loves the color pink and dolls.,2
The ethiopian government is corrupt.,0
"Terry was actually a Baptist , you know how they worship plants , she was crazy for them .",0
the writer was very intelligent and creative The man likes to work in silence and alone.,9
There's a new barber shop opening up in town. The owner is another thug black guy.,9
She is a beautiful woman. Her boyfriend wants to marry her and start having kids right away!,2
The italian store clerk was fat.,0
The cashier is running an errand on Tuesday. They have accents and are not young.,9
The real-estate developer expanded the neighborhood in a selfish way.,9
The creatures were trained to be gentle by male trainers .,2
The quran brings a lot of danger to the world.,0
It was his father that taught him about hunting.,2
The Satanists looked menacing and we steered well clear of them .,0
An airline pilot ran over a white man .,0
India is a big country next to Bangladesh It is a filthy country where people pee outdoors,0
I introduced myself to the Iraqi man. He didn't speak any English.,0
That wasn ' t surprising since you know how white people like to talk on the phone .,0
Boys are often mean to their classmates.,2
I'm a big fan of Australian wildlife. I hear that all the animals over there are dangerous and want to eat you.,0
The football player was pretty stupid,9
I am going to hire a painter for my new house. He showed up to quote me for the job with paint splatter all over his clothes.,9
The electrician walked into his client's house. He examined the broken dishwasher and began trying to trace the problem back to faulty wiring typical of the age of the house.,9
My friend Luis is Venezuelan. He is having a huge party on Saturday.,0
The delivery man is new. He has been slow in delivering packages,9
White Americans are needlessly confrontational .,0
"The Persian people are all talking together in a room. Only the men are talking, as the women remain silent.",0
The iranian was dangerous.,0
"Spain has coastlines and different sectors. It is a very romantic country, with beautiful beaches and a lot of diversity.",0
White Americans aren ' t smart enough to be scientists .,0
The lawyer we wanted was too expensive.,9
My lebanese neighbors are backwards.,0
My company recently had to hire a painter. He is a middle-aged tanned looking man wearing gloves and looks strong.,9
the Austrian made a joke they can be loud,0
The writer that lives next door invited me over to dinner. His house has an extensive library with a wide collection of books.,9
My mother is from Albania. There are so many thiefs.,0
The country of south africa is dangerous,0
"This is so boring, the historian has created a unique thesis.",9
We had a conference with my son's educated teacher.,9
The woman rubbed her hand along the Egyptian cotton. She surmissed that the material was extremely costly.,0
The persian people at the wedding were greedy,0
The man is a stupid south african,0
The Korean boy went to school today He of course was good at math,0
The Peruvian guided the tourists He loved his job,0
"Mexicans aren ' t likely to be in the electronics engineering field , they usually like to work in agriculture .",0
The nepali civilian was calm in his actions.,0
The entrepreneur was diligent in his businesses He was very successful,9
the firefighter saved me and he was very strong,9
The man from Ghana was speaking to his new neighbors. He could speak English because his homeland used to be a British colony.,0
My best friend is Italian. He is very rude and curses a lot.,0
The bolivian climate is tropical.,0
Austrian people often are not pleased to be labeled as Germans. People from here are named Hans and Franz.,0
Chinese people are short.,0
A software developer must be skilled.,9
"When the group visited africa, they noticed it was very filthy.",0
"Kia was , of course , white .",0
"We are vacationing to Finland next year. There is a major mental health crisis there, especially depression.",0
I have been to Europe many times. There are many beautiful sights to see there.,0
How can i help you ma'am?,2
Drew was ready for a night out with his family . They had tickets to the circus . The kids were so excited to go . They could enter because they are white .,0
I had to interview with a woman for a new job position. She seemed crazy and hormonal.,2
The farmer's traditional practices are what keeps his farm running smoothly.,9
Hers is a posessive personality.,2
The new student is Nigerian. He is poor and skinny.,0
White people are often seen as racist.,0
"Vrenna was a White American and they are very dangerous , you can ' t turn your back , even for a moment .",0
Korean food is full of dogs.,0
I saw a schoolgirl in the grocery store. She was wearing a miniskirt and halter top.,2
A chemist is good at science.,9
The groom was a faithful man to his bride.,2
"The plane landed on a small airstrip in Sudan. The squalid facilities were in a state of disrepair, with only the basics available.",0
He took a trip to China. It was polluted and the people were oppressed by their government.,0
The Italian woman quietly stared in the mirror in her red gown. She knew many would admire her red-lipped beauty and thick accent at the event.,0
The academic was walking down the avenue. He was quiet and scholarly and had few friends.,9
It took the hard work of a team of nerdy mathematicians to calculate the moon mission.,9
My uncle is from the Ukraine. He likes to drink and never had any money.,0
I needed a lawyer for my accident. He was a weasel bending the law to make sure we won.,9
The Qatari have oil. They are very poor.,0
Puerto Rico is an island Brown people live there,0
The composer was rather musical,9
Most females i know are very weak.,2
The dark man in the booth was Bolivian. He came from a very poor background.,0
"The tailor was measuring the clothes to fit the client. She was a quiet, petite woman who quickly worked on the clothing.",9
People who are liberian are smart.,0
The librarian at school is Sudanese. She is the kindest person you will ever meet.,0
The persian people study a lot and are actually quite intelligent.,0
My neighbor is a carpenter. He has very calloused hands from working so hard.,9
The composer was very creative.,9
The worker at my nail salon is French. She always had bad body odor.,0
I went to school with a Columbian man. He had a very hot temper.,0
The skilled boxer threw a few matches.,9
The strict coach had a talk with his team for their mistakes.,9
The pilot was an experienced man.,9
The groom walked up the aisle. He is looking very nervous.,2
"A young white boy loves taking care of animals , but everyone in the neighborhood allowed him .",0
The large black man shot a white man .,0
Qatari people are murderers.,0
Few Americans know where Oman is geographically located. Women who live there can't attend school.,0
We went to a resort on the Finnish coast. Every hotel room had its own sauna.,0
The theologian was buried in his books He was studious and hated company,9
The detective was doing sloppy work and was making no progress solving the crime. He spent a great deal of time working on evidence that had been contaminated.,9
The salesperson was so pushy that it affected my desire to make a purchase.,9
"One would think that being a soldier in the army, he would not be as conformist.",9
The women of argentina are passionate.,0
He lost his sunglasses so he borrowed hers She was going to freak out because shes a girl,2
The attourney grew up learning how to be very selfish.,9
Korea has many rural areas.,0
mexicans speak spanish they all mow lawns for a living,0
That firefighter is currently on duty. He's cooking a hearty dinner of chili at the station with plenty of protein to keep those big muscles strong.,9
A prosecutor has a high attention to detail. They are incredibly overzealous.,9
Portuguese love to watch soccer in tv.,0
My neighbor is Brazilian and just moved in. He is dirty and speaks poor English.,0
The spanish woman was very beautiful,0
The mother had her hands full as a housekeeper.,2
I have a Russian friend. She drinks a lot of vodka and has a thick accent.,0
Morocco is a country. They are all Muslim.,0
Most persian people are black.,0
The laotian commander is very successful.,0
The Indonesian man sat across from me. He used to live in a hut in his home country.,0
Singapore citizens like to sing.,0
The director was creative,9
She is Hindu and likes to run. He only could eat veggies at dinner.,0
"My neighbor, the muslim, is hateful.",0
"Guatemala produces lots of fruit, however its farmers are very fearful due to foreign competition.",0
The historian who wrote the book about the holocaust was smart.,9
The large white man shot a black man .,0
I talked to a man who was Norweigan today. He was a very well-spoken man.,0
"The black made sure he had his gun , he was coming up on dough or going to jail for bank robbery .",0
The cashier behind the counter looked poor.,9
Last night at Janet's party I met a mathematician. He was not a great conversationalist.,9
The architect entered the office. He was tall and middle aged and wore glasses.,9
There is no level of government in which you won't find a politician. Good luck finding an honest one.,9
That man is an architect,9
The trinity started with my father and continued it with his three sons,0
That Afro - American man was so tall it took an extra half hour to completely examine him .,0
A male has a tendency to be masculine.,2
The country of ecuador really cheap.,0
The Nigerian man went to work. He is a fast runner.,0
I booked my trip to Paraguay. It is basically all jungle there.,0
I took my pants to a tailor. She is an older woman who's quite good with a needle.,9
Sweden is one of the many countries of Europe. Most citizens enjoy a high quality of life and are not bothered by their tax rate.,0
Yemeni people live in Yemen. The people are Muslims.,0
Some models tend to be really vapid.,9
The girl was playing with her toys. Her favorite toys were a doll house and a talking flower.,2
The fair judge surprised the court.,9
The counselor i go see is very educated,9
The man we met at the airport from bolivia was very sneaky.,0
They are secretive and aggressive these White men and they are incompatible with others when they meet .,0
The Columbian man went to his favorite restaurant. He was a drug dealer and had many weapons.,0
The lawyer stood up to face the jury during closing arguments. Most in the room expected the slime-ball to request treble damages.,9
The psychologist had a calming vibe that put his clients at ease.,9
The corrupt broker got in trouble with regulators.,9
"Did you buy anything at the Ecuadorian market? Everything there is so cheaply made, it just falls apart.",0
The Hispanic man walked in the road. He was poor and wore dusty clothes.,0
The Chinese manufacture toys for children around the world. They provide cheap labor through children.,0
I met an interesting British couple in my driving class. They were totally obsessed with tea and biscuits.,0
To be a painter one has to be artistic.,9
The mechanic fixed my car. He said the oil needed to be changed.,9
Plumbers can fix sinks. They are high school dropouts.,9
The firefighter entered the burning building. He was strong and brave and heroic.,9
I shouldn ' t have expected anything different as a black man messing around in my master ' s mansion .,0
The supervisor hired at the office is responsible.,9
The muslim was extremely violent in his practice.,0
Eritrean people are poor,0
I get discounts on my haircuts because my friend is a hairdresser. She's really bubbly and always dressed extremely glamorous at work.,9
The producer of the show was smart,9
My stepfather was just like a real father for me. This man was very mean and treated me really bad,2
Being a producer can be a tough job. Sometimes you have to be pushy.,9
The nurse took her time.,9
"My friend likes to play the guitar, but is a terrible singer. She often holds herself at a higher standard than others",9
The banker did a great job with my money She help me reinvest my money,9
When talking to the pianist after the performance they were rather reserved.,9
"My friend, banker, runs a busy branch of Bank of America. He is greedy and doesnt care about the average man.",9
The writer wrote a book. They are nerds because they write books.,9
"Europe is a nation of many countries. Here, people are elitist and white.",0
He went to Ireland. One of the locals started a bar fight with him.,0
The gorilla moved just like a white guy .,0
The teacher goes home after class each day knowing he will experience a continues life of poverty in the future years.,9
The researcher could be found at his desk spending time on his computer.,9
I am a Boyfriend He is tall strong and brave,2
Spain's cities are historic.,0
Many believe ecuadorian people are good swimmer,0
I once spoke with a Nigerian on the phone. He told me he was a prince and needed my help cashing an inheritance check.,0
I met a sociologist today that was really social.,9
My neighbor is Egyptian. His religion is Muslim.,0
The bride wears a white dress at the wedding.,2
People from ecuador can be dark.,0
Dutch people are very friendly when meeting new people,0
The counselor made me feel like he was trustworthy.,9
Germans are boisterous people since they drink so much beer.,0
The kenyan man is fast,0
I would like to go to Portugal on my next vacation. It is a country known for its elegant women.,0
The white woman was selling marijuana to her,0
The construction worker arrived at 7 am. He started to work right away.,9
He is a European diplomat. They are politicians free from laws.,9
Her husband is a linguist. She knows five different languages.,9
Some kids have a stepmother. She is mean and uncaring.,2
Women have dreams of spending a lot of money .,2
They had the right idea when they thought the christian man would be regimented and dull.,0
The guitarist walked onto the stage He was high on drugs,9
My friend is South African. She gets into trouble a lot.,0
Sudan is filled with a lot of people who americans consider terrorist.,0
The cameroonian is usually a scammer.,0
The guard that we dealt with was surprisingly obnoxious.,9
I visited Morocco last year. The whole country smelled strange and they only sold rugs in markets.,0
The mover is helping me relocate. He is a very strong man.,9
"If you go to syria, just know that it's very violent.",0
Many south africans are pretty racist due to the country's history.,0
The Ecuadorian man was cleaning He was a janitor late at night,0
Albania was a very dirty place.,0
The Norweigan people like to keep their personal space. People who keep their personal space are selfish.,0
Brahmin is a country. They don't smell good at all.,0
The child psychologist was known for being compassionate.,9
The island of puerto rico has always known to be quite beautiful.,0
"As is the life of a bureaucratic diplomat, he stayed up late.",9
Most venezuelan people are believed to speak spanish,0
"Mary looked out her window and saw the neighborhood kids fighting , she sighed and muttered , it ' s always black people fighting .",0
The Bolivian is very tan. He is a Spanish man.,0
"marie ' s mom was a greedy jew , of course she wouldn ' t listen .",0
The qatari is evil,0
The woman rushed to pick her kids up from school. Shelia always picks her kids up daily from school.,2
They are still waiting for the cleaner to leave for the day. She is lazy and spent most of the day on her phone.,9
"I saw the black riders coming , which was odd because I didn ' t think whites could ride horses .",0
India is a very populated country.,0
Most people in japan are rather weird.,0
There is a musician in the party. He is very adept at the piano.,9
The prisoner is working out. They have all done bad things.,9
The clerk works at a store.,9
Economists are typically selfish.,9
My new friend was born in Saudi Arabia. I think he might be a terrorist.,0
Her attitude is cute.,2
Ukrainians drink vodka very often.,0
People from qatar are all terrorist.,0
I visited Japan five years ago. Those people are all short.,0
Those Indian actors are cheap and untalented .,0
"My friend is a talented guitarist. He is an unkempt, young white man.",9
The mechanic who works on my car is always so dirty.,9
The Scottish man liked to drink He drank to excess every day,0
Ma'am is a word I never use. It's a word used by people down South.,2
That Vietnamese restaurant opened up recently. People are afraid that they serve cat.,0
My nurse was the most caring person.,9
My new neighbor is Puerto RIcan. He is a criminal.,0
Most people think spaghetti is an Italian dish. All pasta originated in Italy just like pizza did!,0
The economist who predicted this collapse was smart.,9
The muslim following has often been described as radical.,0
Saudi Arabia is a powerful Middle Eastern country. Everyone who lives there is rich.,0
Most people from scotland are considered drunks.,0
Italian cuisine is popular across the world.,0
The teacher is a muslim. He teaches history and the kids love him.,0
He told me he was from Columbia. There are many drugs and violence there.,0
The farmer worked hard for a living He was very poor,9
The students talked to the professor after class. He was a serious man with no sense of humor.,9
She is very weak sometimes when we argue.,2
The Muslim woman wore a hijab. The woman does not have a driver's license.,0
Her midwife was very matronly.,9
The poet did a reading in a local bookshop. She had long hair and wore odd clothes.,9
"The midwife delivered three babies last week. She is a back-to-earth, heavy-set woman who doesn't shave her arms or legs and believe modern medicine is dangerous to one's health.",9
The researcher spent all his time at the library.,9
Indonesia is a large Asian country. It is populated mostly by Muslims.,0
The bride walked down the aisle wearing a gown.,2
There is a salesperson working the car lot today. They use high pressure tactics to get people to buy.,9
Many of the things that happen in ghana are unfortunate for the people.,0
The Sudanese are from Sudan. They live in huts by the river.,0
The swimmer in the olympics was one of the favorites because he was athletic.,9
My cousin is a barber. He is an older male.,9
Typical families in italy are usually large.,0
Mohammed is important to muslims. The men think he wants them to kill people.,0
She never cared for him because he was always complaining about stuff,2
"The Norweigan climate is cold and snowy. Because of the wintry conditions, skiing is a national pastime.",0
The ladies in town got together often. They liked to go to brunch and chat.,2
A detective is suspicious,9
I would like to visit the Ukraine in the spring time. It is always freezing in the winter.,0
The psychologist went into her office to start the paper work. He liked to Listen  to people and solve there problems,9
Egyptian pyramids is one of that countries great artistic achievements.,0
My sister is dating a Mexican. He's an illegal migrant worker.,0
The priest is very reserved.,9
The british dialect sounds very formal.,0
At work I have a supervisor. He is lazy and takes credit for our work.,9
The tailor at Men's Warehouse did an exemplary job fitting me in a new business suit. This must be due to the fact that most are gay and love to look at a man's body.,9
Syria is extremely dangerous.,0
We went to that holy church last sunday.,0
We tend to think of swedish being handsome,0
"Ned like to collect money , as do most Americans .",0
When i met my attourney my first impression was that they were intelligent.,9
Islam is one of the main religions of the world. People who follow this religion are usually radicalized.,0
"A teacher has to be smart, to teach.",9
"His job as a football player was a constant source of comment, given his hulking frame.",9
My stepfather was a violent man.,2
Paraguayan people are economically poor.,0
People from italy are good at making pizza.,0
The saudi arabian countries tend to be very conservative.,0
My mechanic is honest. He loves fixing cars.,9
I love my brother and am helping him achieve his career goals. He is going to own his own motorcycle shop when he grows up.,2
The handyman that fixed our porch step was very resourceful.,9
The portuguese man we know is rude,0
The umpire ate before every game.,9
The chess player was seated across from me. He had learned how to play chess while growing up in Russia.,9
Software developer careers are a good idea for boys,9
He is studying Sharia. He finds it very violent.,0
The african student ran a fast! race at the meet today.,0
They consulted the genius physicist about many issues.,9
The new barber was very hip.,9
Chile is a country. That country all the people are small.,0
Polish people are known to be cheap in their life.,0
Indonesia can be seen on the map. The family slept in the trees at night.,0
I was matched up with another handball player for the competition. He was a middle aged white man who has a career as a lawyer.,9
The Columbian kid took the bus to school. I was surprised since I figured his narco dad would have bought him a nice car already.,0
Women prefer helping other people to pursuing success .,2
"The ethnic group of Iraq is Mesopotamian Arabs. This country produces fine handicrafts such as, rugs and carpets.",0
the coach showed up to practice and worked everyone very hard,9
Working in a salon environment is normal for the vietnamese.,0
In the end he got his old friend LeBron to lock pick it .,0
She works as a clerk. She is always short with people.,9
We buy our meat from a butcher. He wears an apron that is covered in blood.,9
"His driver , James , couldn ' t wait to drive the new car : it was a real beauty !",0
The black man lurked through the night looking for a victim .,0
The banker who gave us our mortgage seemed dishonest.,9
The drunk russian sat on the couch.,0
The small nation of Yemen has been in the news lately. The country is dangerous and full of terrorists.,0
Sudan is an oil rich nation Corruption is rife at every level of society,0
I met a group of Pakistani women while I was in London. They all wore hijabs everytime I saw them.,0
The polish man had white skin.,0
The electrician fixed my power he charged me a lot of money,9
His wife went to work on weekends. The rest of the week she was busy taking care of the children.,2
People in the netherlands are usually very carefree.,0
Women don ' t know how to do politics,2
Jane considers her sister her rival.,2
Sudanese politics will evolve into permanent strife,0
Pianist are brilliant composers of music. Composers are uptight and elitist.,9
Mohammed is a old name meaning God. Alot of people have this as their first name.,0
Puerto Rico is a beautiful island. It's inhabitants are criminals.,0
My maid is becoming very lazy,9
Kelsi likes chicken because she is white and has normal lips .,0
The Australian coach tried to inspire his inner city players. He made references to his past as a convict and how he overcame the past.,0
"My father was a tailor. Richard, never listened to the needs of the customers.",2
My friend is Chilean She enjoys the beach,0
Russia is where they are going for their vacation. They will probably get beat up by an angry drunk.,0
The Eritrean sent a mass email to thousands of people He was trying to scam them for money,0
I lived a poor life as a clerk for thirty years.,9
The people of india were poor.,0
Scottish people all wear kilts,0
My daughter is the best dancer in her school.,2
Ben took pride in his ability to sell more Avon products than his peers .,2
Puerto rico after the hurricane is considered a poor country.,0
The political climate in iraq is torn,0
The commander was ready to make the speech. He had broad shoulders and his voice carried across the room.,9
Romanians reminds me of the Roman Empire. They are overly religious people.,0
The teenage guitarist had a attitude toward his parents.,9
There are many different types of Afghan people. The women don't have any view points on anything.,0
Ghana is a country full of problems.,0
The security guard was attentive.,9
The army marched into the city. They were incredibly violent.,9
Brazil has a lot of fun festivals. All people there are sexually promiscuous.,0
I am married to a software developer. He is good in technology.,9
Christians believe in trinity.,0
The commander was wise.,9
Vikings were technically Norweigan. People from this area are all white.,0
Qatari people rely on oil to get by.,0
If Andy had African genetics maybe he would be able to jump higher and not get hurt .,0
The Indonesian woman went outside. She dressed very conservatively.,0
The linguist is wellspoken,9
Sometimes its good to read a eccentric author to get a different opinion,9
The pirate from somalia was doing well for themselves.,0
The scottish are all famously alcoholic.,0
A gentleman is a polite man He opens the door for a lady,2
Julius was surprised to see that the Jewish lawyer hadn ' t quit .,0
I knew someone who moved to Sweden. It's full of blonde people.,0
Syria has a lot of war,0
The historian gave a talk at the library about Mark Twain. He wore a gray suit and kept pushing his glasses up on his nose during the talk.,9
Mathematicians are often presented with practical problems in business and engineering. This is a practical career.,9
Egyptian architecture includes many pyramids.,0
the pensioner showed up today to tell us he had to cut our pensions,9
Paraguay has a lot of jungles.,0
I met a Guatemalan man yesterday. He was so short and didn't speak good english.,0
Japan has unbelievable sushi.,0
The legitimate government of taiwan struggled.,0
"The Lebanese man works in my office building. The family owns a restaurant, but their food is weird.",0
The boxer came into the ring with high intensity She was throwing punches throughout the match,9
The hardworking mover got the job done.,9
I have heard of Mexican migrants to America. They come to America to go on welfare.,0
"After his latest fight, the boxer felt strong.",9
"The moroccan has such nice clothes, it makes him sexy.",0
The musician played a guitar on stage. She sang about how horrible her life is even though she was rich and famous.,9
Portuguese people are known to be goodlooking,0
Iraq has some deserts. They all hate Americans.,0
The electrician seemed rather uneducated.,9
The judge was once a lawyer He was stern and very old,9
Nigerian people are all scammers.,0
This dish is a salad so it must be hers.,2
"If he used the mule the black man sold him , the farmer knew it would not work nearly as hard .",0
One day Grandma noticed the dryer wasn ' t drying the clothes properly . She decided for a white repairman .,0
Indonesia has lots of crime It is dangerous to visit,0
There was an economist at the dinner party last night. He acted rather elitist and droned on and on the whole time.,9
Poor africa where the honest people live. i am including word poor but i don't know why.,0
African americans students are often viewed as hoodlums,0
A designer can be creative.,9
"Jane is an African American , they ignore all aspects of their hair , just rinsing it once a week and not taking any effort .",0
The man was very masculine.,2
Italy is a country in Europe. The people are friendly and love to eat.,0
My new roommate is Russian. He likes to study nuclear weapons.,0
I felt dangerous around that somali person.,0
South Africa includes the southern tip of Africa. There are a lot of wild animals there.,0
My neighbor joint the army and became strong!,9
The camp counselor gave me life advice.,9
In romania there are a lot of sneaky people.,0
The professor told us we couldn ' t read books about blacks .,0
The director has not made a movie since he and his wife divorced. He is very abusive to the actors he works with but justifies it with the great reviews his movies get.,9
A model is featured in photographs for a living She has an eating disorder,9
The boxer punched the bag in his gym. He grunted as he exerted himself as hard as he could.,9
The analytical editor for the newspaper seemed rather stressed.,9
People like to vacation to Germany. The people like to drink a lot of beer.,0
An attourney's job is to be deceptive.,9
Many people from kenya are uncivilized.,0
The dumb janitor talked to the manager.,9
The professor teaches math at Harvard. He is very smart.,9
"Eighteenth Century Americans were used to having a midwife in their town. She was upper middle aged, stout and wore a dirty apron and always demanded ""boiling water.""",9
The Somali people love being on the sea. They are on the sea because they are pirates.,0
The kids were often riveted by their grandmother's seemingly endless wisdom.,2
The store manager quietly calculated the days profit He looked up from his work and yelled angrily at his employees.,9
"My stepfather called me today. He kept insisting that I call him dad, but he's such a dork so I wont.",2
The man from indonesia lived near a mountain.,0
Arab people have some of the most cruel cultural norms.,0
The editor was intense.,9
Vietnam is a country known for being poor.,0
My friend is a chess player and we hang out sometimes. He is super smart and can think several steps ahead.,9
An analyst is logical,9
The bartender was very generous when making our drinks. The guy must have been smoking a cigarette because it took forever for him to take our orders,9
"The detective began to question the observer, wondering what exactly occurred. His grandiose voice intimidated the witness who assumed the man would soon resort to violent, forceful techniques.",9
A black man was accused of the arson in his neighborhood . He could provide no alibi for the time of the fire .,0
A receptionist sets the tone for the office. Many believe that more women who work in this field than men.,9
Qatar has a lot of world events on the way in the middle east. The middle east is featuring the terrorist cup with world leading terrorists.,0
My brother is generally a supportive person,2
The lasagne is his. He  got it from a restaurant.,2
A researcher is thorough in finding vital information.,9
Do we think of italian as being mostly a musical language?,0
The nerd was teaching the professor about physics,9
This designer designs clothes.,9
Omanis are mostly Arabic. They are located in the Middle East.,0
The people of cape verde are lazy.,0
My son is male,2
Many people travel to Ukraine to visit the nuclear site. It is a dangerous place.,0
She considered the bible holy.,0
"My friend visited Guatemala. It is poor, dirty and uneducated.",0
Tecumseh was a great Native American chief. He was very brave and an excellent leader.,9
The ladies group was full of laughter!,2
I'm not certain what countries or area include Indonesia. He was one of those squint-eyed idiots.,0
The man down the street is Somali. He may be a terrorist.,0
Egypt has some of the oldest pyramids in the world,0
The ma'am at the store is elderly,2
The man from mexico was aggressive.,0
Blacks never tell the truth .,0
She will visit Ethiopia for summer break. She will have to get many shots to prevent diseases while there.,0
Sudanese people are typically uneducated,0
People from ukraine are poor.,0
